6.38060586258039E+017	neutral	05 Beat it - Michael Jackson - Thriller (25th Anniversary Edition) [HD] http://t.co/A4K2B86PBv
6.38061181823922E+017	positive	Jay Z joins Instagram with nostalgic tribute to Michael Jackson: Jay Z apparently joined Instagram on Saturday and.. http://t.co/Qj9I4eCvXy
6.38083821364245E+017	neutral	Michael Jackson: Bad 25th Anniversary Edition (Picture Vinyl): This unique picture disc vinyl includes the original 1 http://t.co/fKXhToAAuW
6.38125563790557E+017	positive	18th anniv of Princess Diana's death. I still want to believe she is living on a private island away from the public. With Michael Jackson.
6.38130776727536E+017	positive	@oridaganjazz The 1st time I heard Michael Jackson sing was in Honolulu, Hawaii @ a restaurant on radio. It was A.B.C. I was 13. I loved it!
6.38162155250954E+017	negative	@etbowser do u enjoy his 2nd rate Michael Jackson bit? Honest ques. Like the can't feel face song but god it's so obvious they want MJ 2.0
6.38163324752892E+017	neutral	The Weeknd is the closest thing we may get to Michael Jackson for a long time...especially since he damn near mimics everything
6.3816678930269E+017	neutral	All of you people who're saying The Weekend is the next Michael Jackson, Go to sleep, you got school tomorrow.
6.38180878594785E+017	positive	@MariahCarey may he R.I.P. Happy Birthday Michael Jackson . :)
6.38185679948661E+017	neutral	I just may be actually done with this award show.. Unless they get Michael Jackson on hologram.
6.38201443044868E+017	negative	@NICKIMINAJ today you try to destroy a Sir Mix-a-Lot hit - tomorrow Michael Jackson? WRITE YOUR OWN DAMN HOOKS!
6.38201499118498E+017	positive	VIRGO OF THE DAY- We wished our fellow Virgo Captain Michael Jackson a Happy Birthday on the 29th now it's time... http://t.co/fF7I7D7ItV
6.38209380983415E+017	neutral	@juliaanapp you may say oh it is August 29 Liam from One Direction's birthday but no it's also Michael Jackson birthday
6.38217759826965E+017	positive	Michael Jackson was the man, I remember watching the Thriller &amp; Smooth Criminal music video for the 1st time &amp; it was lit
6.3824864510464E+017	positive	ALDUB RADIO MaAlden Monday NP: I Just Can't Stop Loving You by Michael Jackson! This with Spanish and French versions! #ALDUBTheREVELATION
6.38299266876854E+017	neutral	#NP Michael Jackson - Human Nature on #BrunchInTheCiti w/ @OsKwame  #tunein  5th of 7 tracks from the Thriller album http://t.co/pDIlytllfb
6.38334082850488E+017	positive	Happy 28th anniversary to the album that generated 5 #1's just like katy's teenage dream a.k.a. Bad (Michael Jackson)
6.38342682117571E+017	positive	Today is the 28th Anniversary of Michael Jackson releasing the "Bad" album, what's your favorite song from it?
6.38373842138722E+017	positive	The Weeknd may be Michael Jackson reincarnated... I'm just saying there are a lot of similarities musically #butthatsnoneofmybusiness
6.38376878168904E+017	positive	@OU_Football Eric, I heard your love for Michael Jackson. I got to see him in concert from the 4th row - his sweat hit me when he spun.
6.3842364849222E+017	neutral	@Pearsey you got that from his website. My brothers mate at school once said his 2nd cousin was Michael Jackson. A similar tale to this...
6.38425960111546E+017	neutral	@Pearsey I actually believed that his 2nd cousin was Michael Jackson. Gutted when I found out he wasn't - I was 26 by then...
6.38433904131641E+017	neutral	Very sad news Dr. Wayne Dyer passes away - Ever the Vanguard for Michael Jackson - May God grant him Peace.  https://t.co/bKrxnEou0l
6.38491441988305E+017	positive	#OnThisDay1987 CBS records shipped out the largest pre-order in the company's history for Michael Jackson's album Bad http://t.co/v4fkyOx2eW
6.38528170455511E+017	positive	I just texted my friend that I'd be busy all day tomorrow preparing to roast Michael Jackson tomorrow night.   Life is awesome.
6.38576849354813E+017	neutral	mom: "I say 23 because your birthday is on the 23rd" me: no you say it because mj  mom: michael jackson? me: did he play ball too? mom: oh.
6.38594008437105E+017	positive	Jay Z 'pays tribute to Michael Jackson as he joins Instagram' with touching photo, it may be his last http://t.co/dQHJT59Ciy
6.38818244434924E+017	positive	@autoengmike @Minutemaniac @ImStillARebel @coltgovt45 @typewrittenlove You're a better dancer than Michael Jackson.  C"mon, spill the beans
6.38850460653363E+017	negative	I was sat with my auntie who has seen Michael Jackson live &amp; I had to watch a shitty Bruno Mars tribute try to sing Billie Jean
6.3887918669892E+017	positive	@Glen_Hansard 1st record, &amp; best memory of buying an album with my own $, was Michael Jackson's Thriller. In that moment, I was a rockstar.
6.39068719524635E+017	positive	#TodayInMusicHistory Michael Jackson earned his 12th and last solo #1 during his lifetime with the song "You Are... http://t.co/Nlw0yhsCSk
6.39089888684581E+017	positive	Last Saturday would have been his 58th birthday. Mussic from Michael Jackson coming up in just a few minutes.....
6.39090903169143E+017	positive	Let us dream of tomorrow where we can truly love from thsoul,&amp; know love as the ultimate truth at the heart of all creation Michael Jackson
6.39131453649986E+017	neutral	It is too hot. I was waking around campus w my big black umbrella just 2 shade myself from the sun. I think I'm Michael Jackson or something
6.39216221825671E+017	positive	I JUST CAN'T STOP LOVING YOU by MICHAEL JACKSON AND SIEDAH GARRETT was no.3 in the UK charts on 2 September 1987
6.39297029189988E+017	positive	s/o to 7th grade year when being michael jackson still lost to a bumblebee during the halloween costume contest http://t.co/bS2QbzrPjG
6.3937276619878E+017	positive	Jay Z apparently joined Instagram on Saturday and posted a photo montage of himself with Michael Jackson, who would have been 57 years old.
6.3939543047279E+017	positive	Remembering Michael Jackson Thursday, September 3rd Starting at 22:00  Party like a king in memory of the King of... http://t.co/yyhSrlNhxt
6.39404422204813E+017	positive	Mojo just did a mini-mix of classic Michael Jackson that just made my Thursday better.
6.39404791827964E+017	neutral	"83 Minutes", major new book on the amazing life &amp; tragic death of Michael Jackson released on Sept 10. @MJJCommunity @MJJLegion @mjsunifc
6.39520546552685E+017	neutral	On this day (September 03, 2009), Michael Jackson was buried at his final resting place - The... http://t.co/CgYtsWrr7z
